;ID;Mu_max_KO;Mu_max_WT;Relative_Mu
YGR287C_m__+__YJR051W_m;YGR287C_m__+__YJR051W_m;0,11636502057081088;0,11636502057081088;1,0
YGR287C_m__+__YBR084W_m;YGR287C_m__+__YBR084W_m;0,05782779470672824;0,11636502057081088;0,496951699256897
YGR287C_m__+__YPL262W_m;YGR287C_m__+__YPL262W_m;0,11636502057081088;0,11636502057081088;1,0
YGR287C_m__+__YAL044C_m;YGR287C_m__+__YAL044C_m;0,11636502057081088;0,11636502057081088;1,0
YGR287C_m__+__YDR019C_m;YGR287C_m__+__YDR019C_m;0,11636502057081088;0,11636502057081088;1,0
YGR287C_m__+__YMR189W_m;YGR287C_m__+__YMR189W_m;0,11636502057081088;0,11636502057081088;1,0
YGR287C_m__+__YBR263W_m;YGR287C_m__+__YBR263W_m;0,1162513828554097;0,11636502057081088;0,9990234375
YGR287C_m__+__YPR184W_m;YGR287C_m__+__YPR184W_m;0,11636502057081088;0,11636502057081088;1,0
YGR287C_m__+__YOL033W_m;YGR287C_m__+__YOL033W_m;0,05782779470672824;0,11636502057081088;0,496951699256897
YGR287C_m__+__YOR040W_m;YGR287C_m__+__YOR040W_m;0,11636502057081088;0,11636502057081088;1,0
YGR287C_m__+__YPL091W_m;YGR287C_m__+__YPL091W_m;0,11636502057081088;0,11636502057081088;1,0
YGR287C_m__+__YDL131W_m;YGR287C_m__+__YDL131W_m;0,11636502057081088;0,11636502057081088;1,0
YDR268W_m__+__YHR208W_m;YDR268W_m__+__YHR208W_m;0,05782779470672824;0,11636502057081088;0,496951699256897
YDR268W_m__+__YPL040C_m;YDR268W_m__+__YPL040C_m;0,05782779470672824;0,11636502057081088;0,496951699256897
YDR268W_m__+__YNL104C_m;YDR268W_m__+__YNL104C_m;0,05782779470672824;0,11636502057081088;0,496951699256897
